year,lgID,tmID,franchID,confID,divID,rank,playoff,G,W,L,T,OTL,Pts,SoW,SoL,GF,GA,name,PIM,BenchMinor,PPG,PPC,SHA,PKG,PKC,SHF
2002,NHL,CAR,CAR,EC,SE,5,,82,22,43,11,6,61,,,171,240,Carolina Hurricanes,1208,16,58,420,9,71,392,6
2002,NHL,CBS,CBS,WC,CE,5,,82,29,42,8,3,69,,,213,263,Columbus Blue Jackets,1505,28,71,410,9,60,409,12
2002,NHL,CHI,CHI,WC,CE,3,,82,30,33,13,6,79,,,207,226,Chicago Blackhawks,1189,30,39,308,8,56,369,8
2002,NHL,COL,COL,WC,NW,1,CQF,82,42,19,13,8,105,,,251,194,Colorado Avalanche,1084,24,68,363,6,63,359,5
2002,NHL,DAL,DAL,WC,PC,1,CSF,82,46,17,15,4,111,,,245,169,Dallas Stars,1166,28,62,327,6,50,346,9
2002,NHL,DET,DET,WC,CE,1,CQF,82,48,20,10,4,110,,,269,203,Detroit Red Wings,1214,26,76,319,4,55,377,11
2002,NHL,EDM,EDM,WC,NW,4,CQF,82,36,26,11,9,92,,,231,230,Edmonton Oilers,1203,16,56,386,8,61,351,13
2002,NHL,FLO,FLO,EC,SE,4,,82,24,36,13,9,70,,,176,237,Florida Panthers,1127,26,49,347,9,66,356,7
2002,NHL,LAK,LAK,WC,PC,3,,82,33,37,6,6,78,,,203,221,Los Angeles Kings,1146,50,52,354,4,62,371,8
2002,NHL,MIN,MIN,WC,NW,3,CF,82,42,29,10,1,95,,,198,178,Minnesota Wild,1063,28,52,366,5,43,308,9
2002,NHL,MTL,MTL,EC,NE,4,,82,30,35,8,9,77,,,206,234,Montreal Canadiens,900,22,44,315,6,58,317,2
2002,NHL,NAS,NAS,WC,CE,4,,82,27,35,13,7,74,,,183,206,Nashville Predators,969,20,58,418,8,61,353,2
2002,NHL,NJD,NJD,EC,AT,1,SC,82,46,20,10,6,108,,,216,166,New Jersey Devils,938,18,36,303,4,32,264,7
2002,NHL,NYI,NYI,EC,AT,3,CQF,82,35,34,11,2,83,,,224,231,New York Islanders,1244,30,58,384,5,67,405,12
2002,NHL,NYR,NYR,EC,AT,4,,82,32,36,10,4,78,,,210,231,New York Rangers,1308,14,55,339,8,73,388,8
2002,NHL,OTT,OTT,EC,NE,1,CF,82,52,21,8,1,113,,,263,182,Ottawa Senators,1135,22,83,391,8,50,332,4
2002,NHL,PHI,PHI,EC,AT,2,CSF,82,45,20,13,4,107,,,211,166,Philadelphia Flyers,1003,30,47,328,8,50,338,8
2002,NHL,PHO,PHO,WC,PC,4,,82,31,35,11,5,78,,,204,230,Phoenix Coyotes,1433,24,55,385,11,77,412,4
2002,NHL,PIT,PIT,EC,AT,5,,82,27,44,6,5,65,,,189,255,Pittsburgh Penguins,1125,32,66,360,10,58,352,3
2002,NHL,SJS,SJS,WC,PC,5,,82,28,37,9,8,73,,,214,239,San Jose Sharks,1112,30,68,375,10,68,358,5
2002,NHL,STL,STL,WC,CE,2,CQF,82,41,24,11,6,99,,,253,222,St. Louis Blues,1618,16,80,391,7,71,389,11
2002,NHL,TBL,TBL,EC,SE,1,CSF,82,36,25,16,5,93,,,219,210,Tampa Bay Lightning,1079,30,70,391,5,55,316,6
2002,NHL,TOR,TOR,EC,NE,2,CQF,82,44,28,7,3,98,,,236,208,Toronto Maple Leafs,1390,22,63,359,7,56,426,11
2002,NHL,VAN,VAN,WC,NW,2,CSF,82,45,23,13,1,104,,,264,208,Vancouver Canucks,1178,36,87,419,10,62,389,12
2002,NHL,WAS,WAS,EC,SE,2,CQF,82,39,29,8,6,92,,,224,220,Washington Capitals,1268,22,57,331,4,72,384,8
2003,NHL,ANA,ANA,WC,PC,4,,82,29,35,10,8,76,,,184,213,Mighty Ducks of Anaheim,1131,14,56,310,4,54,353,5
2003,NHL,ATL,WPG,EC,SE,2,,82,33,37,8,4,78,,,214,243,Atlanta Thrashers,1505,32,60,410,7,58,391,11
2003,NHL,BOS,BOS,EC,NE,1,CQF,82,41,19,15,7,104,,,209,188,Boston Bruins,1208,22,48,300,13,55,335,7
2003,NHL,BUF,BUF,EC,NE,5,,82,37,34,7,4,85,,,220,221,Buffalo Sabres,1289,28,58,367,9,53,348,7
2003,NHL,CAL,CAL,WC,NW,3,F,82,42,30,7,3,94,,,200,176,Calgary Flames,1428,42,54,357,2,53,346,11
2003,NHL,CAR,CAR,EC,SE,3,,82,28,34,14,6,76,,,172,209,Carolina Hurricanes,1102,16,41,384,9,66,359,9
2003,NHL,CBS,CBS,WC,CE,4,,82,25,45,8,4,62,,,177,238,Columbus Blue Jackets,1209,22,58,401,14,50,337,5
2003,NHL,CHI,CHI,WC,CE,5,,82,20,43,11,8,59,,,188,259,Chicago Blackhawks,1318,18,55,349,14,63,383,5
2003,NHL,COL,COL,WC,NW,2,CSF,82,40,22,13,7,100,,,236,198,Colorado Avalanche,1293,28,74,363,14,58,357,7
2003,NHL,DAL,DAL,WC,PC,2,CQF,82,41,26,13,2,97,,,194,175,Dallas Stars,1143,20,52,328,11,44,311,5
2003,NHL,DET,DET,WC,CE,1,CSF,82,48,21,11,2,109,,,255,189,Detroit Red Wings,966,22,63,314,5,42,317,15
2003,NHL,EDM,EDM,WC,NW,4,,82,36,29,12,5,89,,,221,208,Edmonton Oilers,1220,22,44,338,8,66,350,13
2003,NHL,FLO,FLO,EC,SE,4,,82,28,35,15,4,75,,,188,221,Florida Panthers,1192,22,52,310,12,51,373,7
2003,NHL,LAK,LAK,WC,PC,3,,82,28,29,16,9,81,,,205,217,Los Angeles Kings,1163,6,50,356,4,65,336,9
2003,NHL,MIN,MIN,WC,NW,5,,82,30,29,20,3,83,,,188,183,Minnesota Wild,1035,44,46,339,7,44,285,7
2003,NHL,MTL,MTL,EC,NE,4,CSF,82,41,30,7,4,93,,,208,192,Montreal Canadiens,1039,16,55,319,6,55,314,5
2003,NHL,NAS,NAS,WC,CE,3,CQF,82,38,29,11,4,91,,,216,217,Nashville Predators,1360,28,72,428,8,64,351,14
2003,NHL,NJD,NJD,EC,AT,2,CQF,82,43,25,12,2,100,,,213,164,New Jersey Devils,894,14,51,312,5,39,266,8
2003,NHL,NYI,NYI,EC,AT,3,CQF,82,38,29,11,4,91,,,237,210,New York Islanders,1168,16,54,325,5,52,359,11
2003,NHL,NYR,NYR,EC,AT,4,,82,27,40,7,8,69,,,206,250,New York Rangers,1459,30,46,322,8,80,388,6
2003,NHL,OTT,OTT,EC,NE,3,CQF,82,43,23,10,6,102,,,262,189,Ottawa Senators,1270,20,80,370,8,57,347,6
2003,NHL,PHI,PHI,EC,AT,1,CF,82,40,21,15,6,101,,,229,186,Philadelphia Flyers,1357,22,65,314,3,58,348,7
2003,NHL,PHO,PHO,WC,PC,5,,82,22,36,18,6,68,,,188,245,Phoenix Coyotes,1300,24,51,358,8,71,398,9
2003,NHL,PIT,PIT,EC,AT,5,,82,23,47,8,4,58,,,190,303,Pittsburgh Penguins,1270,32,65,360,15,84,369,7
2003,NHL,SJS,SJS,WC,PC,1,CF,82,43,21,12,6,104,,,219,183,San Jose Sharks,1091,18,56,337,9,47,319,9
2003,NHL,STL,STL,WC,CE,2,CQF,82,39,30,11,2,91,,,191,198,St. Louis Blues,1274,28,61,341,11,57,369,7
2003,NHL,TBL,TBL,EC,SE,1,SC,82,46,22,8,6,106,,,245,192,Tampa Bay Lightning,985,34,55,339,4,42,278,15
2003,NHL,TOR,TOR,EC,NE,2,CSF,82,45,24,10,3,103,,,242,204,Toronto Maple Leafs,1452,20,75,373,8,64,386,8
2003,NHL,VAN,VAN,WC,NW,1,CQF,82,43,24,10,5,101,,,235,194,Vancouver Canucks,1274,28,56,376,8,50,360,5
2003,NHL,WAS,WAS,EC,SE,5,,82,23,46,10,3,59,,,186,253,Washington Capitals,1282,12,64,334,5,75,401,4
2005,NHL,ANA,ANA,WC,PC,3,CF,82,43,27,,12,98,3,7,254,229,Mighty Ducks of Anaheim,1459,14,87,480,13,84,510,9
2005,NHL,ATL,WPG,EC,SE,3,,82,41,33,,8,90,5,5,281,275,Atlanta Thrashers,1344,26,100,527,10,102,492,13
2005,NHL,BOS,BOS,EC,NE,5,,82,29,37,,16,74,2,8,230,266,Boston Bruins,1174,12,62,418,10,78,479,9
2005,NHL,BUF,BUF,EC,NE,2,CF,82,52,24,,6,110,5,5,281,239,Buffalo Sabres,1164,20,101,477,17,59,439,10
2005,NHL,CAL,CAL,WC,NW,1,CQF,82,46,25,,11,103,2,7,218,200,Calgary Flames,1482,18,87,478,7,80,508,8
2005,NHL,CAR,CAR,EC,SE,1,SC,82,52,22,,8,112,8,2,294,260,Carolina Hurricanes,1125,18,95,531,13,81,445,17
2005,NHL,CBS,CBS,WC,CE,3,,82,35,43,,4,74,8,3,223,279,Columbus Blue Jackets,1416,20,64,451,8,95,523,10
2005,NHL,CHI,CHI,WC,CE,4,,82,26,43,,13,65,2,6,211,285,Chicago Blackhawks,1544,26,51,417,12,88,547,6
2005,NHL,COL,COL,WC,NW,2,CSF,82,43,30,,9,95,3,6,283,257,Colorado Avalanche,1178,26,89,473,12,69,448,11
2005,NHL,DAL,DAL,WC,PC,1,CQF,82,53,23,,6,112,12,1,265,218,Dallas Stars,1496,12,88,498,7,82,504,10
2005,NHL,DET,DET,WC,CE,1,CQF,82,58,16,,8,124,4,3,305,209,Detroit Red Wings,1117,14,102,461,10,67,461,7
2005,NHL,EDM,EDM,WC,NW,3,F,82,41,28,,13,95,7,9,256,251,Edmonton Oilers,1204,22,88,485,5,76,478,15
2005,NHL,FLO,FLO,EC,SE,4,,82,37,34,,11,85,4,5,240,257,Florida Panthers,1279,24,63,411,12,91,514,5
2005,NHL,LAK,LAK,WC,PC,4,,82,42,35,,5,89,6,1,249,270,Los Angeles Kings,1474,34,77,541,12,104,489,15
2005,NHL,MIN,MIN,WC,NW,5,,82,38,36,,8,84,5,3,231,215,Minnesota Wild,1209,20,77,454,7,55,436,11
2005,NHL,MTL,MTL,EC,NE,3,CQF,82,42,31,,9,93,2,3,243,247,Montreal Canadiens,1336,22,89,463,6,91,481,10
2005,NHL,NAS,NAS,WC,CE,2,CQF,82,49,25,,8,106,6,3,259,227,Nashville Predators,1533,16,94,512,13,82,533,12
2005,NHL,NJD,NJD,EC,AT,1,CSF,82,46,27,,9,101,9,4,242,229,New Jersey Devils,948,10,78,441,6,63,349,3
2005,NHL,NYI,NYI,EC,AT,4,,82,36,40,,6,78,9,3,230,278,New York Islanders,1266,18,76,450,15,99,476,5
2005,NHL,NYR,NYR,EC,AT,3,CQF,82,44,26,,12,100,7,4,257,215,New York Rangers,1194,12,83,442,9,79,486,4
2005,NHL,OTT,OTT,EC,NE,1,CSF,82,52,21,,9,113,2,6,314,211,Ottawa Senators,1462,20,102,490,11,73,476,25
2005,NHL,PHI,PHI,EC,AT,2,CQF,82,45,26,,11,101,4,6,267,259,Philadelphia Flyers,1201,14,80,444,6,97,465,19
2005,NHL,PHO,PHO,WC,PC,5,,82,38,39,,5,81,4,3,246,271,Phoenix Coyotes,1511,18,96,541,11,98,513,9
2005,NHL,PIT,PIT,EC,AT,5,,82,22,46,,14,58,1,6,244,316,Pittsburgh Penguins,1559,20,94,495,16,113,533,13
2005,NHL,SJS,SJS,WC,PC,2,CSF,82,44,27,,11,99,1,7,266,242,San Jose Sharks,1058,14,91,500,11,77,399,10
2005,NHL,STL,STL,WC,CE,5,,82,21,46,,15,57,4,8,197,292,St. Louis Blues,1373,18,75,512,8,82,461,6
2005,NHL,TBL,TBL,EC,SE,2,CQF,82,43,33,,6,92,6,4,252,260,Tampa Bay Lightning,959,22,81,485,11,72,391,11
2005,NHL,TOR,TOR,EC,NE,4,,82,41,33,,8,90,3,7,257,270,Toronto Maple Leafs,1398,20,107,501,12,99,496,14
2005,NHL,VAN,VAN,WC,NW,4,,82,42,32,,8,92,4,4,256,255,Vancouver Canucks,1477,12,96,526,10,93,512,6
2005,NHL,WAS,WAS,EC,SE,5,,82,29,41,,12,70,7,6,237,306,Washington Capitals,1499,26,72,490,18,116,550,15
2006,NHL,AND,ANA,WC,PC,1,SC,82,48,20,,14,110,4,10,258,208,Anaheim Ducks,1457,30,89,398,4,61,410,4
2006,NHL,ATL,WPG,EC,SE,1,CQF,82,43,28,,11,97,7,4,246,245,Atlanta Thrashers,1097,26,67,407,10,79,391,9
2006,NHL,BOS,BOS,EC,NE,5,,82,35,41,,6,76,9,4,219,289,Boston Bruins,1256,24,71,412,18,81,442,8
2006,NHL,BUF,BUF,EC,NE,1,CF,82,53,22,,7,113,10,4,308,242,Buffalo Sabres,1200,18,71,407,13,72,386,8
2006,NHL,CAL,CAL,WC,NW,3,CQF,82,43,29,,10,96,3,5,258,226,Calgary Flames,1204,22,73,401,5,81,414,15
2006,NHL,CAR,CAR,EC,SE,3,,82,40,34,,8,88,0,5,241,253,Carolina Hurricanes,1021,14,67,447,8,61,395,12
2006,NHL,CBS,CBS,WC,CE,4,,82,33,42,,7,73,5,5,201,249,Columbus Blue Jackets,1357,20,65,438,10,85,453,6
2006,NHL,CHI,CHI,WC,CE,5,,82,31,42,,9,71,6,7,201,258,Chicago Blackhawks,1332,16,43,364,6,77,443,12
2006,NHL,COL,COL,WC,NW,4,,82,44,31,,7,95,5,4,272,251,Colorado Avalanche,884,20,79,374,9,70,353,7
2006,NHL,DAL,DAL,WC,PC,3,CQF,82,50,25,,7,107,9,4,226,197,Dallas Stars,1133,22,79,427,6,59,377,3
2006,NHL,DET,DET,WC,CE,1,CF,82,50,19,,13,113,2,8,254,199,Detroit Red Wings,982,24,68,401,11,63,408,12
2006,NHL,EDM,EDM,WC,NW,5,,82,32,43,,7,71,3,3,195,248,Edmonton Oilers,1285,22,53,373,4,59,382,6
2006,NHL,FLO,FLO,EC,SE,4,,82,35,31,,16,86,2,8,247,257,Florida Panthers,1181,18,61,337,6,78,443,5
2006,NHL,LAK,LAK,WC,PC,4,,82,27,41,,14,68,4,6,227,283,Los Angeles Kings,1239,24,81,442,6,91,411,6
2006,NHL,MIN,MIN,WC,NW,2,CQF,82,48,26,,8,104,10,7,235,191,Minnesota Wild,862,12,72,380,8,48,342,9
2006,NHL,MTL,MTL,EC,NE,4,,82,42,34,,6,90,6,5,245,256,Montreal Canadiens,1133,14,86,378,6,69,419,17
2006,NHL,NAS,NAS,WC,CE,2,CQF,82,51,23,,8,110,6,5,272,212,Nashville Predators,1179,24,71,408,2,55,390,8
2006,NHL,NJD,NJD,EC,AT,1,CSF,82,49,24,,9,107,10,8,216,201,New Jersey Devils,830,8,65,367,11,40,271,4
2006,NHL,NYI,NYI,EC,AT,4,CQF,82,40,30,,12,92,8,5,248,240,New York Islanders,1062,24,63,348,9,79,433,7
2006,NHL,NYR,NYR,EC,AT,3,CSF,82,42,30,,10,94,9,5,242,216,New York Rangers,1109,22,75,406,6,65,400,11
2006,NHL,OTT,OTT,EC,NE,2,F,82,48,25,,9,105,2,6,288,222,Ottawa Senators,1173,12,72,403,12,61,394,17
2006,NHL,PHI,PHI,EC,AT,5,,82,22,48,,12,56,1,6,214,303,Philadelphia Flyers,1301,16,53,376,14,65,420,15
2006,NHL,PHO,PHO,WC,PC,5,,82,31,46,,5,67,5,2,216,284,Phoenix Coyotes,1445,28,66,400,13,92,425,5
2006,NHL,PIT,PIT,EC,AT,2,CQF,82,47,24,,11,105,10,6,277,246,Pittsburgh Penguins,1249,38,94,463,13,75,419,14
2006,NHL,SJS,SJS,WC,PC,2,CSF,82,51,26,,5,107,2,2,258,199,San Jose Sharks,955,16,92,410,4,55,330,7
2006,NHL,STL,STL,WC,CE,3,,82,34,35,,13,81,6,6,214,254,St. Louis Blues,1223,20,46,381,10,83,414,7
2006,NHL,TBL,TBL,EC,SE,2,CQF,82,44,33,,5,93,10,2,253,261,Tampa Bay Lightning,897,6,69,374,11,66,305,14
2006,NHL,TOR,TOR,EC,NE,3,,82,40,31,,11,91,4,7,258,269,Toronto Maple Leafs,1139,12,71,401,11,90,418,3
2006,NHL,VAN,VAN,WC,NW,1,CSF,82,49,26,,7,105,5,4,222,201,Vancouver Canucks,1206,16,70,407,8,57,436,5
2006,NHL,WAS,WAS,EC,SE,5,,82,28,40,,14,70,1,11,235,286,Washington Capitals,1233,16,67,408,14,82,414,12
2007,NHL,AND,ANA,WC,PC,2,CQF,82,47,27,,8,102,8,7,205,191,Anaheim Ducks,1481,16,60,361,7,69,408,8
2007,NHL,ATL,WPG,EC,SE,4,,82,34,40,,8,76,9,6,216,272,Atlanta Thrashers,1077,20,52,316,10,75,354,13
2007,NHL,BOS,BOS,EC,NE,3,CQF,82,41,29,,12,94,6,7,212,222,Boston Bruins,1069,18,56,319,6,71,332,9
2007,NHL,BUF,BUF,EC,NE,4,,82,39,31,,12,90,4,9,255,242,Buffalo Sabres,1004,14,66,366,8,56,333,9
2007,NHL,CAL,CAL,WC,NW,3,CQF,82,42,30,,10,94,3,3,229,227,Calgary Flames,1342,14,59,352,8,72,388,9
2007,NHL,CAR,CAR,EC,SE,2,,82,43,33,,6,92,2,3,252,249,Carolina Hurricanes,1183,18,79,420,13,75,355,4
2007,NHL,CBS,CBS,WC,CE,4,,82,34,36,,12,80,3,8,193,218,Columbus Blue Jackets,1325,22,53,356,5,63,378,8
2007,NHL,CHI,CHI,WC,CE,3,,82,40,34,,8,88,5,4,239,235,Chicago Blackhawks,1383,12,58,365,6,69,385,17
2007,NHL,COL,COL,WC,NW,2,CSF,82,44,31,,7,95,7,3,231,219,Colorado Avalanche,995,22,49,335,5,56,301,2
2007,NHL,DAL,DAL,WC,PC,3,CF,82,45,30,,7,97,5,3,242,207,Dallas Stars,1178,16,64,354,8,51,354,13
2007,NHL,DET,DET,WC,CE,1,SC,82,54,21,,7,115,5,5,257,184,Detroit Red Wings,937,4,81,391,7,57,357,5
2007,NHL,EDM,EDM,WC,NW,4,,82,41,35,,6,88,15,4,235,251,Edmonton Oilers,1175,26,57,344,10,56,366,7
2007,NHL,FLO,FLO,EC,SE,3,,82,38,35,,9,85,5,6,216,226,Florida Panthers,1026,24,60,313,3,66,374,4
2007,NHL,LAK,LAK,WC,PC,5,,82,32,43,,7,71,5,3,231,266,Los Angeles Kings,954,24,64,366,4,68,309,11
2007,NHL,MIN,MIN,WC,NW,1,CQF,82,44,28,,10,98,3,8,223,218,Minnesota Wild,1098,12,64,338,10,49,330,3
2007,NHL,MTL,MTL,EC,NE,1,CSF,82,47,25,,10,104,5,6,262,222,Montreal Canadiens,1090,18,90,374,3,60,342,8
2007,NHL,NAS,NAS,WC,CE,2,CQF,82,41,32,,9,91,3,5,230,229,Nashville Predators,1027,12,53,358,10,49,335,7
2007,NHL,NJD,NJD,EC,AT,2,CQF,82,46,29,,7,99,8,4,206,197,New Jersey Devils,974,18,50,320,7,54,314,6
2007,NHL,NYI,NYI,EC,AT,5,,82,35,38,,9,79,5,3,194,243,New York Islanders,1041,18,48,330,15,68,375,10
2007,NHL,NYR,NYR,EC,AT,3,CSF,82,42,27,,13,97,8,9,213,199,New York Rangers,1154,12,61,370,6,53,343,4
2007,NHL,OTT,OTT,EC,NE,2,CQF,82,43,31,,8,94,3,5,261,247,Ottawa Senators,1175,22,60,328,6,72,380,18
2007,NHL,PHI,PHI,EC,AT,4,CF,82,42,29,,11,95,3,6,248,233,Philadelphia Flyers,1471,14,84,385,6,65,388,13
2007,NHL,PHO,PHO,WC,PC,4,,82,38,37,,7,83,5,6,214,231,Phoenix Coyotes,1193,18,63,339,12,64,332,11
2007,NHL,PIT,PIT,EC,AT,1,F,82,47,27,,8,102,7,4,247,216,Pittsburgh Penguins,1179,24,77,378,10,68,357,6
2007,NHL,SJS,SJS,WC,PC,1,CSF,82,49,23,,10,108,6,6,222,193,San Jose Sharks,1075,14,70,374,9,44,310,7
2007,NHL,STL,STL,WC,CE,5,,82,33,36,,13,79,3,5,205,237,St. Louis Blues,1153,16,47,334,13,56,359,3
2007,NHL,TBL,TBL,EC,SE,5,,82,31,42,,9,71,2,1,223,267,Tampa Bay Lightning,1038,16,57,296,7,56,312,7
2007,NHL,TOR,TOR,EC,NE,5,,82,36,35,,11,83,3,4,231,260,Toronto Maple Leafs,1087,8,61,343,10,77,352,4
2007,NHL,VAN,VAN,WC,NW,5,,82,39,33,,10,88,6,9,213,215,Vancouver Canucks,1474,16,63,369,7,64,368,8
2007,NHL,WAS,WAS,EC,SE,1,CQF,82,43,31,,8,94,4,4,242,231,Washington Capitals,975,22,65,346,8,68,349,5
2008,NHL,AND,ANA,WC,PC,2,CSF,82,42,33,,7,91,7,3,245,238,Anaheim Ducks,1426,8,73,309,8,78,385,6
2008,NHL,ATL,WPG,EC,SE,4,,82,35,41,,6,76,7,1,257,280,Atlanta Thrashers,1256,12,69,357,10,88,366,13
2008,NHL,BOS,BOS,EC,NE,1,CSF,82,53,19,,10,116,4,6,274,196,Boston Bruins,1028,12,74,313,7,54,306,8
2008,NHL,BUF,BUF,EC,NE,3,,82,41,32,,9,91,8,5,250,234,Buffalo Sabres,1121,16,75,358,5,61,336,7
2008,NHL,CAL,CAL,WC,NW,2,CQF,82,46,30,,6,98,3,2,254,248,Calgary Flames,1299,18,61,358,15,58,349,6
2008,NHL,CAR,CAR,EC,SE,2,CF,82,45,30,,7,97,3,5,239,226,Carolina Hurricanes,802,16,70,374,9,59,301,8
2008,NHL,CBS,CBS,WC,CE,4,CQF,82,41,31,,10,92,6,7,226,230,Columbus Blue Jackets,1227,20,41,322,12,62,346,8
2008,NHL,CHI,CHI,WC,CE,2,CF,82,46,24,,12,104,4,7,264,216,Chicago Blackhawks,1157,28,70,363,6,64,330,10
2008,NHL,COL,COL,WC,NW,5,,82,32,45,,5,69,9,4,199,257,Colorado Avalanche,1062,18,50,318,8,64,318,4
2008,NHL,DAL,DAL,WC,PC,3,,82,36,35,,11,83,6,6,230,257,Dallas Stars,1144,10,54,351,4,70,327,2
2008,NHL,DET,DET,WC,CE,1,F,82,51,21,,10,112,6,4,295,244,Detroit Red Wings,824,14,90,353,4,71,327,6
2008,NHL,EDM,EDM,WC,NW,4,,82,38,35,,9,85,6,4,234,248,Edmonton Oilers,1247,20,60,354,8,76,338,3
2008,NHL,FLO,FLO,EC,SE,3,,82,41,30,,11,93,3,8,234,231,Florida Panthers,900,16,51,308,9,54,311,7
2008,NHL,LAK,LAK,WC,PC,5,,82,34,37,,11,79,5,8,207,234,Los Angeles Kings,1207,16,69,360,8,62,362,4
2008,NHL,MIN,MIN,WC,NW,3,,82,40,33,,9,89,5,3,219,200,Minnesota Wild,889,20,66,328,6,36,291,9
2008,NHL,MTL,MTL,EC,NE,2,CQF,82,41,30,,11,93,7,7,249,247,Montreal Canadiens,1229,6,72,374,11,65,370,10
2008,NHL,NAS,NAS,WC,CE,5,,82,40,34,,8,88,6,5,213,233,Nashville Predators,994,12,50,318,8,59,338,9
2008,NHL,NJD,NJD,EC,AT,1,CQF,82,51,27,,4,106,6,2,244,209,New Jersey Devils,1058,20,58,307,4,65,324,12
2008,NHL,NYI,NYI,EC,AT,5,,82,26,47,,9,61,3,5,201,279,New York Islanders,1216,18,54,320,5,73,361,12
2008,NHL,NYR,NYR,EC,AT,4,CQF,82,43,30,,9,95,10,6,210,218,New York Rangers,1199,24,48,346,14,40,329,9
2008,NHL,OTT,OTT,EC,NE,4,,82,36,35,,11,83,4,6,217,237,Ottawa Senators,1098,14,66,339,5,64,346,8
2008,NHL,PHI,PHI,EC,AT,3,CQF,82,44,27,,11,99,4,6,264,238,Philadelphia Flyers,1434,26,71,316,1,67,393,16
2008,NHL,PHO,PHO,WC,PC,4,,82,36,39,,7,79,3,3,208,252,Phoenix Coyotes,1092,18,50,344,4,68,293,5
2008,NHL,PIT,PIT,EC,AT,2,SC,82,45,28,,9,99,6,6,264,239,Pittsburgh Penguins,1114,8,62,360,13,60,347,7
2008,NHL,SJS,SJS,WC,PC,1,CQF,82,53,18,,11,117,6,5,257,204,San Jose Sharks,1053,16,87,360,11,51,306,12
2008,NHL,STL,STL,WC,CE,3,CQF,82,41,31,,10,92,6,6,233,233,St. Louis Blues,1248,22,72,351,8,58,357,10
2008,NHL,TBL,TBL,EC,SE,5,,82,24,40,,18,66,3,10,210,279,Tampa Bay Lightning,1306,26,61,343,9,89,405,4
2008,NHL,TOR,TOR,EC,NE,5,,82,34,35,,13,81,6,7,250,293,Toronto Maple Leafs,1125,12,62,330,7,78,308,6
2008,NHL,VAN,VAN,WC,NW,1,CSF,82,45,27,,10,100,3,7,246,220,Vancouver Canucks,1351,28,67,357,5,69,371,7
2008,NHL,WAS,WAS,EC,SE,1,CSF,82,50,24,,8,108,4,5,272,245,Washington Capitals,1041,20,85,337,11,75,387,7
2009,NHL,AND,ANA,WC,PC,4,,82,39,32,,11,89,5,8,238,251,Anaheim Ducks,1321,4,63,300,9,67,324,8
2009,NHL,ATL,WPG,EC,SE,2,,82,35,34,,13,83,4,6,234,256,Atlanta Thrashers,1053,8,51,316,4,57,320,9
2009,NHL,BOS,BOS,EC,NE,3,CSF,82,39,30,,13,91,10,9,206,200,Boston Bruins,953,24,44,265,4,37,272,6
2009,NHL,BUF,BUF,EC,NE,1,CQF,82,45,27,,10,100,4,6,235,207,Buffalo Sabres,918,16,55,313,3,38,284,4
2009,NHL,CAL,CAL,WC,NW,3,,82,40,32,,10,90,3,7,204,210,Calgary Flames,1143,14,43,268,2,54,305,8
2009,NHL,CAR,CAR,EC,SE,3,,82,35,37,,10,80,4,5,230,256,Carolina Hurricanes,966,22,56,332,8,62,320,7
2009,NHL,CBS,CBS,WC,CE,5,,82,32,35,,15,79,2,10,216,259,Columbus Blue Jackets,1086,16,56,308,9,61,334,6
2009,NHL,CHI,CHI,WC,CE,1,SC,82,52,22,,8,112,9,6,271,209,Chicago Blackhawks,924,16,52,294,4,39,265,13
2009,NHL,COL,COL,WC,NW,2,CQF,82,43,30,,9,95,7,5,244,233,Colorado Avalanche,1027,26,56,310,9,60,303,8
2009,NHL,DAL,DAL,WC,PC,5,,82,37,31,,14,88,7,10,237,254,Dallas Stars,963,8,61,328,8,65,288,9
2009,NHL,DET,DET,WC,CE,2,CSF,82,44,24,,14,102,6,9,229,216,Detroit Red Wings,723,16,59,307,1,43,267,8
2009,NHL,EDM,EDM,WC,NW,5,,82,27,47,,8,62,8,6,214,284,Edmonton Oilers,1133,18,52,301,5,67,305,6
2009,NHL,FLO,FLO,EC,SE,5,,82,32,37,,13,77,6,10,208,244,Florida Panthers,977,16,44,309,8,59,287,7
2009,NHL,LAK,LAK,WC,PC,3,CQF,82,46,27,,9,101,10,8,241,219,Los Angeles Kings,979,16,64,307,6,60,304,4
2009,NHL,MIN,MIN,WC,NW,4,,82,38,36,,8,84,5,7,219,246,Minnesota Wild,924,10,59,309,13,53,306,4
2009,NHL,MTL,MTL,EC,NE,4,CF,82,39,33,,10,88,7,5,217,223,Montreal Canadiens,936,16,57,261,8,53,311,4
2009,NHL,NAS,NAS,WC,CE,3,CQF,82,47,29,,6,100,8,4,225,225,Nashville Predators,710,12,47,286,6,59,258,5
2009,NHL,NJD,NJD,EC,AT,1,CQF,82,48,27,,7,103,6,5,222,191,New Jersey Devils,859,16,51,273,5,41,239,7
2009,NHL,NYI,NYI,EC,AT,5,,82,34,37,,11,79,8,6,222,264,New York Islanders,950,22,49,306,3,71,300,7
2009,NHL,NYR,NYR,EC,AT,4,,82,38,33,,11,87,3,4,222,218,New York Rangers,1159,22,55,301,7,50,318,5
2009,NHL,OTT,OTT,EC,NE,2,CQF,82,44,32,,6,94,5,5,225,238,Ottawa Senators,1141,26,49,290,4,50,318,6
2009,NHL,PHI,PHI,EC,AT,3,F,82,41,35,,6,88,4,3,236,225,Philadelphia Flyers,1362,12,68,317,8,57,335,6
